obsid,leadid,ccode,idacr,country,continent,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn
TAJ-1991-2,824391f0-1e42-11e4-b4cd-db5882bf8def,702,TAJ,Tajikistan,Asia,Nabiyev,1991-09-23,1992-09-07,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1930
TAJ-1992-1,824391f1-1e42-11e4-b4cd-db5882bf8def,702,TAJ,Tajikistan,Asia,Iskandrov,1992-09-07,1992-11-20,Regular,Regular,Regular,M,1951
TAJ-1992-2,824391f2-1e42-11e4-b4cd-db5882bf8def,702,TAJ,Tajikistan,Asia,Rakhmonov,1992-11-20,2024-07-31,Irregular,Still in Office,Still in Office,M,1952
KYR-1990,824391f3-1e42-11e4-b4cd-db5882bf8def,703,KYR,Kyrgyzstan,Asia,Akayev,1990-10-27,2005-03-25,Regular,Irregular,"Popular Protest, without Foreign Support",M,1944
KYR-2005,8254bcd2-1e42-11e4-b4cd-db5882bf8def,703,KYR,Kyrgyzstan,Asia,Bakiyev,2005-03-25,2010-04-07,Regular,Irregular,"Popular Protest, without Foreign Support",M,1949
KYR-2010,8254bcd3-1e42-11e4-b4cd-db5882bf8def,703,KYR,Kyrgyzstan,Asia,Otunbayeva,2010-04-07,2011-12-01,Regular,Regular,Regular,F,1950
KYR-2011,8254bcd4-1e42-11e4-b4cd-db5882bf8def,703,KYR,Kyrgyzstan,Asia,Atambayev,2011-12-01,2017-11-24,Regular,Regular,Regular,M,1956
KYR_2017_1,NA,703,KYR,Kyrgyzstan,Asia,Jeenbekov,2017-11-24,2020-10-15,Regular,Irregular,Irregular,M,1958
KYR_2020_1,NA,703,KYR,Kyrgyzstan,Asia,Japarov,2020-10-15,2020-11-14,Regular,Regular,Regular,M,1968
KYR_2020_2,NA,703,KYR,Kyrgyzstan,Asia,Talant Mamytov,2020-11-14,2021-01-28,Regular,Regular,Regular,M,1976
KYR_2021_1,NA,703,KYR,Kyrgyzstan,Asia,Sadyr Japarov,2021-01-28,2024-07-31,Regular,Still in Office,Still in Office,M,1968
UZB-1990,824391f4-1e42-11e4-b4cd-db5882bf8def,704,UZB,Uzbekistan,Asia,Karimov,1990-03-24,2016-09-02,Regular,Natural Death,Natural Death,M,1938
UZB_2016_1,NA,704,UZB,Uzbekistan,Asia,Nigmatilla Yuldashev,2016-09-02,2016-09-08,Regular,Regular,Regular,M,1962
UZB_2016_2,NA,704,UZB,Uzbekistan,Asia,Shavkat Mirziyoyev,2016-09-08,2024-07-31,Regular,Still in Office,Still in Office,M,1957
KZK-1990,8243c2c2-1e42-11e4-b4cd-db5882bf8def,705,KZK,Kazakhstan,Asia,Nazarbayev,1990-04-24,2019-03-20,Regular,Irregular,Irregular,M,1940
KZK_2019_1,NA,705,KZK,Kazakhstan,Asia,Kassy-Jomart Tokayev,2019-03-20,2024-07-31,Regular,Still in Office,Still in Office,M,1953
CHN-1940,8244246c-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Wang Jingwei,1940-03-30,1944-11-10,Regular,Natural Death,Regular,M,1883
CHN-1944,8244246d-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Chen Gongbo,1944-11-20,1945-08-01,Regular,Irregular,"Removed by Rebels, with Foreign Support",M,1892
CHN-1946,8244246a-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Chiang Kai-shek,1946-12-26,1949-01-21,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1886
CHN-1949,8244246e-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Mao Tse-Tung,1949-10-01,1976-09-09,Irregular,Natural Death,Regular,M,1893
CHN-1976,8244246f-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Hua Guofeng,1976-10-07,1980-09-10,Regular,Regular,Regular,M,1921
CHN-1980,8244553e-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Deng Xiaoping,1980-09-10,1997-02-19,Regular,Natural Death,Regular,M,1904
CHN-1997,8244553f-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Jiang Zemin,1997-02-19,2003-03-15,Regular,Regular,Regular,M,1926
CHN-2003,82445540-1e42-11e4-b4cd-db5882bf8def,710,CHN,China,Asia,Hu Jintao,2003-03-15,2012-11-15,Regular,Regular,Regular,M,1942
CHN-2012,2b3ec879-3481-11e4-8dba-bbcd9ed46413,710,CHN,China,Asia,Xi Jinping,2012-11-15,2024-07-31,Regular,Still in Office,Still in Office,M,1953
TBT-1933,82448612-1e42-11e4-b4cd-db5882bf8def,711,TBT,NA,NA,Radreng Hutukto,1933-12-17,1941-06-30,Regular,Regular,Regular,M,1911
TBT-1941,82448613-1e42-11e4-b4cd-db5882bf8def,711,TBT,NA,NA,Taktra Rimpoche,1941-06-30,1950-11-17,Regular,Regular,Regular,M,1874
TBT-1950,82448614-1e42-11e4-b4cd-db5882bf8def,711,TBT,NA,NA,14th Dalai Lama,1950-11-17,1951-05-23,Regular,Foreign,Removed through Threat of Foreign Force,M,1935
MON-1936,8244b6ea-1e42-11e4-b4cd-db5882bf8def,712,MON,Mongolia,Asia,Choibalsan,1936-03-22,1952-01-26,Regular,Natural Death,Regular,M,1895
MON-1952,8244b6eb-1e42-11e4-b4cd-db5882bf8def,712,MON,Mongolia,Asia,Tsedenbal,1952-01-26,1984-08-23,Regular,Foreign,"Irregular, Other",M,1916
MON-1984,8244e7c4-1e42-11e4-b4cd-db5882bf8def,712,MON,Mongolia,Asia,Batmonh,1984-08-23,1990-03-12,Regular,Regular,Regular,M,1926
MON-1990,8244e7c5-1e42-11e4-b4cd-db5882bf8def,712,MON,Mongolia,Asia,Ochirbat,1990-03-12,1997-06-20,Regular,Regular,Regular,M,1942
MON-1997,8244e7c6-1e42-11e4-b4cd-db5882bf8def,712,MON,Mongolia,Asia,Bagabandi,1997-06-20,2005-06-24,Regular,Regular,Regular,M,1950
MON-2005,8254bcd5-1e42-11e4-b4cd-db5882bf8def,712,MON,Mongolia,Asia,Enkhbayar,2005-06-24,2009-06-18,Regular,Regular,Regular,M,1958
MON-2009,8254bcd6-1e42-11e4-b4cd-db5882bf8def,712,MON,Mongolia,Asia,Elbegdorj,2009-06-18,2017-07-10,Regular,Regular,Regular,M,1963
MON_2017_1,NA,712,MON,Mongolia,Asia,Battulga,2017-07-10,2021-06-25,Regular,Regular,Regular,M,1963
MON_2021_1,NA,712,MON,Mongolia,Asia,Ukhnaagiin Khürelsükh,2021-06-25,2024-07-31,Regular,Still in Office,Still in Office,M,1968
TAW-1949,8244e7c7-1e42-11e4-b4cd-db5882bf8def,713,TAW,Taiwan,Asia,Li Tsung-jen,1949-01-21,1950-02-28,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1890
TAW-1950,8244e7c8-1e42-11e4-b4cd-db5882bf8def,713,TAW,Taiwan,Asia,Chiang Kai-shek,1950-03-01,1975-04-05,Regular,Natural Death,Regular,M,1886
TAW-1975,8244e7c9-1e42-11e4-b4cd-db5882bf8def,713,TAW,Taiwan,Asia,Yen Chia-Kan,1975-04-05,1978-05-20,Regular,Natural Death,Regular,M,1905
TAW-1978,82451898-1e42-11e4-b4cd-db5882bf8def,713,TAW,Taiwan,Asia,Chiang Ching-Kuo,1978-05-20,1988-01-13,Regular,Natural Death,Regular,M,1910
TAW-1988,82451899-1e42-11e4-b4cd-db5882bf8def,713,TAW,Taiwan,Asia,Lee Teng-Hui,1988-01-13,2000-05-20,Regular,Regular,Regular,M,1923
TAW-2000,8245189a-1e42-11e4-b4cd-db5882bf8def,713,TAW,Taiwan,Asia,Chen Shui-bian,2000-05-21,2008-05-20,Regular,Regular,Regular,M,1950
TAW-2008,8254eda4-1e42-11e4-b4cd-db5882bf8def,713,TAW,Taiwan,Asia,Ma Ying-jeou,2008-05-20,2016-05-20,Regular,Regular,Regular,M,1950
TAW_2016_1,NA,713,TAW,Taiwan,Asia,Tsai Ing-Wen,2016-05-20,2024-07-31,Regular,Still in Office,Still in Office,F,1956
PRK-1948,8245189d-1e42-11e4-b4cd-db5882bf8def,731,PRK,North Korea,Asia,Kim Il-Sung,1948-09-09,1994-07-08,Regular,Natural Death,Regular,M,1912
PRK-1994,8245496c-1e42-11e4-b4cd-db5882bf8def,731,PRK,North Korea,Asia,Kim Jong-Il,1994-07-08,2011-12-17,Regular,Natural Death,Regular,M,1942
PRK-2011,8254eda5-1e42-11e4-b4cd-db5882bf8def,731,PRK,North Korea,Asia,Kim Jong Un,2011-12-17,2024-07-31,Regular,Still in Office,Still in Office,M,1983
ROK-1948,8245496d-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Rhee,1948-08-15,1960-04-27,Regular,Irregular,"Popular Protest, without Foreign Support",M,1875
ROK-1960-1,8245496e-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Ho Chong,1960-04-27,1960-08-12,Regular,Regular,Regular,M,1896
ROK-1960-2,8245496f-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Myun Chang,1960-08-12,1961-05-16,Regular,Irregular,"Removed by Military, without Foreign Support",M,1899
ROK-1961-1,82454970-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Chang Do Yong,1961-05-18,1961-07-03,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1923
ROK-1961-2,82454971-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Hee Park,1961-07-03,1979-10-26,Irregular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1917
ROK-1979,82457a40-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Choi Kuy Hay,1979-10-26,1980-08-16,Regular,Regular,Regular,M,1919
ROK-1980-1,82457a41-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Park Choong Hoon,1980-08-16,1980-08-27,Regular,Regular,Regular,M,1919
ROK-1980-2,82457a42-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Chun Doo Hwan,1980-08-27,1988-02-25,Regular,Regular,Regular,M,1931
ROK-1988,82457a43-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Roh Tae Woo,1988-02-25,1993-02-25,Regular,Regular,Regular,M,1932
ROK-1993,82457a44-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Kim Young Sam,1993-02-25,1998-02-25,Regular,Regular,Regular,M,1927
ROK-1998,82457a45-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Kim Dae Jung,1998-02-25,2003-02-25,Regular,Regular,Regular,M,1925
ROK-2003,8245ab14-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Roh Moo Hyun,2003-02-25,2008-02-25,Regular,Regular,Regular,M,1946
ROK-2008,8254eda6-1e42-11e4-b4cd-db5882bf8def,732,ROK,South Korea,Asia,Lee Myung Bak,2008-02-25,2013-02-25,Regular,Regular,Regular,M,1941
ROK-2013,2b3ec87a-3481-11e4-8dba-bbcd9ed46413,732,ROK,South Korea,Asia,Park Geun-hye,2013-02-25,2017-03-10,Regular,Irregular,Irregular,F,1952
ROK_2017_1,NA,732,ROK,South Korea,Asia,Hwang Kyo-ahn,2017-03-10,2017-05-10,Regular,Regular,Regular,M,1957
ROK_2017_2,NA,732,ROK,South Korea,Asia,Moon Jae-in,2017-05-10,2022-05-09,Regular,Regular,Regular,M,1953
ROK_2022_1,NA,732,ROK,South Korea,Asia,Yoon Suk Xeol,2022-05-09,2024-07-31,Regular,Still in Office,Still in Office,M,1960
JPN-1940-2,82466e65-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,"Konoe, F.",1940-07-16,1941-10-17,Regular,Regular,Regular,M,1891
JPN-1941,82466e69-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Tojo,1941-10-17,1944-07-18,Regular,Regular,Regular,M,1883
JPN-1944,82469f38-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Koiso,1944-07-18,1945-04-05,Regular,Regular,Regular,M,1880
JPN-1945-1,82469f39-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,"Suzuki, Kantaro",1945-04-07,1945-08-17,Regular,Foreign,Removed through Threat of Foreign Force,M,1867
JPN-1945-2,82469f3a-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Douglas MacArthur,1945-09-02,1951-04-11,Foreign Imposition,Regular,Regular,M,1880
JPN-1951,82469f3b-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Matthew Bunker Ridgway,1951-04-11,1952-04-28,Regular,Regular,Regular,M,1895
JPN-1952,82469f3c-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,"Yoshida, Shigeru",1952-04-29,1954-12-07,Regular,Regular,Regular,M,1878
JPN-1954,82469f3d-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Hatoyama,1954-12-09,1956-12-20,Regular,Regular,Regular,M,1883
JPN-1956,8246d016-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Ishibashi,1956-12-23,1957-02-23,Regular,Retired Due to Ill Health,Regular,M,1884
JPN-1957,8246d017-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Kishi,1957-02-25,1960-07-18,Regular,Regular,Regular,M,1896
JPN-1960,8246d018-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Ikeda,1960-07-18,1964-10-25,Regular,Retired Due to Ill Health,Regular,M,1899
JPN-1964,8246d019-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Sato,1964-11-09,1972-07-05,Regular,Regular,Regular,M,1901
JPN-1972,8246d01a-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Tanaka,1972-07-06,1974-12-09,Regular,Regular,Regular,M,1918
JPN-1974,8246d01b-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Miki,1974-12-09,1976-12-24,Regular,Regular,Regular,M,1907
JPN-1976,824700ea-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Fukuda,1976-12-24,1978-12-07,Regular,Regular,Regular,M,1905
JPN-1978,824700eb-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Ohira,1978-12-07,1980-06-12,Regular,Natural Death,Regular,M,1910
JPN-1980-1,0eddd612-df39-11e5-ba44-bb6d7c1a9a58,740,JPN,Japan,Asia,Masayoshi Ito,1980-06-12,1980-07-17,Regular,Regular,Regular,M,1913
JPN-1980-2,824700ed-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Suzuki,1980-07-17,1982-11-26,Regular,Regular,Regular,M,1911
JPN-1982,824700ee-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Nakasone,1982-11-26,1987-11-06,Regular,Regular,Regular,M,1918
JPN-1987,824700ef-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Takeshita,1987-11-06,1989-06-02,Regular,Regular,Regular,M,1924
JPN-1989-1,824731be-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Uno,1989-06-02,1989-08-09,Regular,Regular,Regular,M,1922
JPN-1989-2,824731bf-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Kaifu,1989-08-09,1991-11-06,Regular,Regular,Regular,M,1931
JPN-1991,824731c0-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Miyazawa,1991-11-06,1993-08-09,Regular,Regular,Regular,M,1919
JPN-1993,824731c1-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Hosokawa,1993-08-09,1994-04-25,Regular,Regular,Regular,M,1938
JPN-1994-1,824731c2-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Hata,1994-04-25,1994-06-29,Regular,Regular,Regular,M,1935
JPN-1994-2,824731c3-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Murayama,1994-06-29,1996-01-11,Regular,Regular,Regular,M,1924
JPN-1996,82476292-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Hashimoto,1996-01-11,1998-07-30,Regular,Regular,Regular,M,1937
JPN-1998,82476293-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Obuchi,1998-07-30,2000-04-02,Regular,Retired Due to Ill Health,Regular,M,1937
JPN-2000-1,82476294-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Mikio Aoki,2000-04-02,2000-04-05,Regular,Regular,Regular,M,1934
JPN-2000-2,82476295-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Yoshiro Mori,2000-04-05,2001-04-26,Regular,Regular,Regular,M,1937
JPN-2001,82476296-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Junichiro Koizumi,2001-04-26,2006-09-26,Regular,Regular,Regular,M,1942
JPN-2006,364a2a98-3bbd-11e5-afeb-eb6f07f9fec7,740,JPN,Japan,Asia,Shinzo Abe,2006-09-26,2007-09-26,Regular,Regular,Regular,M,1954
JPN-2007,8254eda8-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Yasuo Fukuda,2007-09-26,2008-09-24,Regular,Regular,Regular,M,1936
JPN-2008,8254eda9-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Taro Aso,2008-09-24,2009-09-16,Regular,Regular,Regular,M,1940
JPN-2009,82551e78-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Hatoyama Yukio,2009-09-16,2010-06-08,Regular,Regular,Regular,M,1947
JPN-2010,82551e79-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Naoto Kan,2010-06-08,2011-09-02,Regular,Regular,Regular,M,1946
JPN-2011,82551e7a-1e42-11e4-b4cd-db5882bf8def,740,JPN,Japan,Asia,Yoshihiko Noda,2011-09-02,2012-12-26,Regular,Regular,Regular,M,1957
JPN-2012,364a2a98-3bbd-11e5-afeb-eb6f07f9fec7,740,JPN,Japan,Asia,Shinzo Abe,2012-12-26,2020-09-16,Regular,Retired Due to Ill Health,Retired Due to Ill Health,M,1954
JPN_2020_1,NA,740,JPN,Japan,Asia,Yoshihide Suga,2020-09-16,2021-10-04,Regular,Regular,Regular,M,1948
JPN_2021_1,NA,740,JPN,Japan,Asia,Fumio Kishida,2021-10-04,2024-07-31,Regular,Still in Office,Still in Office,M,1957
IND-1947,82476297-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Nehru,1947-08-15,1964-05-27,Regular,Natural Death,Regular,M,1889
IND-1964-1,82476298-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Nanda,1964-05-27,1964-06-09,Regular,Regular,Regular,M,1898
IND-1964-2,82479366-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Shastri,1964-06-09,1966-01-11,Regular,Natural Death,Regular,M,1904
IND-1966-1,82476298-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Nanda,1966-01-11,1966-01-24,Regular,Regular,Regular,M,1898
IND-1966-2,82479367-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,"Gandhi, I.",1966-01-24,1977-03-22,Regular,Regular,Regular,F,1917
IND-1977,82479368-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Desai,1977-03-24,1979-06-15,Regular,Regular,Regular,M,1896
IND-1979,82479369-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Charan Singh,1979-07-28,1980-01-14,Regular,Regular,Regular,M,1902
IND-1980,82479367-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,"Gandhi, I.",1980-01-14,1984-10-31,Regular,Irregular,"Irregular, Other",F,1917
IND-1984,8247936a-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,"Gandhi, R.",1984-10-31,1989-12-02,Regular,Regular,Regular,M,1944
IND-1989,8247936b-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Pratap Singh,1989-12-02,1990-11-10,Regular,Regular,Regular,M,1931
IND-1990,8247c43a-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Shekhar,1990-11-10,1991-06-21,Regular,Regular,Regular,M,1927
IND-1991,8247c43b-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Rao,1991-06-21,1996-05-16,Regular,Regular,Regular,M,1921
IND-1996-1,8247c43c-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Vajpayee,1996-05-16,1996-06-01,Regular,Regular,Regular,M,1924
IND-1996-2,8247c43d-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Gowda,1996-06-01,1997-04-21,Regular,Regular,Regular,M,1933
IND-1997,8247c43e-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Gujral,1997-04-21,1998-03-19,Regular,Regular,Regular,M,1919
IND-1998,8247c43c-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Vajpayee,1998-03-19,2004-05-22,Regular,Regular,Regular,M,1924
IND-2004,8247c43f-1e42-11e4-b4cd-db5882bf8def,750,IND,India,Asia,Manmohan Singh,2004-05-22,2014-05-26,Regular,Regular,Regular,M,1932
IND_2014_1,NA,750,IND,India,Asia,Narendra Modi,2014-05-26,2024-07-31,Regular,Still in Office,Still in Office,M,1950
IND-2014,14a038b1-aae0-11e4-b3bc-29f2fa19767e,750,IND,India,Asia,Narendra Modi,2014-05-29,2024-07-31,Regular,Still in Office,Still in Office,M,1950
BHU-1926,8247f50e-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,"Wangchuk, Jigme",1926-08-21,1952-03-24,Regular,Natural Death,Regular,M,1902
BHU-1952,8247f50f-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,"Wangchuk, Jigme Dorji",1952-03-24,1972-07-21,Regular,Natural Death,Regular,M,1929
BHU-1972,8247f510-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,"Wangchuck, Jigme Singye",1972-07-21,1998-07-20,Regular,Regular,Regular,M,1955
BHU-1998,8247f511-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Jigme Thinley,1998-07-20,1999-07-09,Regular,Regular,Regular,M,1952
BHU-1999,8247f512-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Sangay Ngedup,1999-07-09,2000-07-20,Regular,Regular,Regular,M,1953
BHU-2000,8247f513-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Yeshey Zimba,2000-07-20,2001-08-08,Regular,Regular,Regular,M,1952
BHU-2001,824825e2-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Khandu Wangchuk,2001-08-08,2002-08-14,Regular,Regular,Regular,M,1950
BHU-2002,824825e3-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Kinzang Dorji,2002-08-14,2003-08-30,Regular,Regular,Regular,M,1951
BHU-2003,8247f511-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Jigme Thinley,2003-08-30,2004-08-18,Regular,Regular,Regular,M,1952
BHU-2004,8247f513-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Yeshey Zimba,2004-08-18,2005-09-05,Regular,Regular,Regular,M,1952
BHU-2005,8247f512-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Sangay Ngedup,2005-09-05,2006-09-07,Regular,Regular,Regular,M,1953
BHU-2006,824825e2-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Khandu Wangchuk,2006-09-07,2007-07-31,Regular,Regular,Regular,M,1950
BHU-2007,824825e3-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Kinzang Dorji,2007-07-31,2008-04-09,Regular,Regular,Regular,M,1951
BHU-2008,8247f511-1e42-11e4-b4cd-db5882bf8def,760,BHU,Bhutan,Asia,Lyonpo Jigme Thinley,2008-04-09,2013-07-30,Regular,Regular,Regular,M,1952
BHU-2013,2b3ec87c-3481-11e4-8dba-bbcd9ed46413,760,BHU,Bhutan,Asia,Tobgay,2013-07-30,2018-08-09,Regular,Regular,Regular,M,1965
BHU_2018_1,NA,760,BHU,Bhutan,Asia,Tshering Wangchuk,2018-08-09,2018-11-07,Regular,Regular,Regular,M,1980
BHU_2018_2,NA,760,BHU,Bhutan,Asia,Lotay Tshering,2018-11-07,2024-07-31,Regular,Still in Office,Still in Office,M,1969
PAK-1947,824825e4-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Jinnah,1947-08-15,1948-09-11,Regular,Natural Death,Regular,M,1876
PAK-1948,824825e5-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,L. Khan,1948-09-11,1951-10-16,Regular,Irregular,Assassination by Unsupported Individual,M,1895
PAK-1951,824825e6-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Nazimuddin,1951-10-17,1953-04-17,Regular,Regular,Regular,M,1894
PAK-1953,824825e7-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Mohammed Ali,1953-04-17,1955-08-08,Regular,Regular,Regular,M,1909
PAK-1955,824856b6-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Chaudhri M. Ali,1955-08-11,1956-09-12,Regular,Regular,Regular,M,1905
PAK-1956,824856b7-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Shahid Suhrawardy,1956-09-12,1957-10-17,Regular,Regular,Regular,M,1893
PAK-1957-1,824856b8-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Chundrigar,1957-10-17,1957-12-16,Regular,Regular,Regular,M,1897
PAK-1957-2,824856b9-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Khan Noon,1957-12-16,1958-10-07,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1893
PAK-1958,824856ba-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Ayub Khan,1958-10-07,1969-03-25,Irregular,Irregular,"Popular Protest, without Foreign Support",M,1907
PAK-1969,824856bb-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Yahya Khan,1969-03-31,1971-12-20,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1917
PAK-1971,8248878a-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Bhutto,1971-12-20,1977-07-05,Regular,Irregular,"Removed by Military, without Foreign Support",M,1928
PAK-1977,8248878b-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Zia,1977-07-05,1988-08-17,Irregular,Irregular,"Irregular, Other",M,1924
PAK-1988-1,8248878c-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Ishaq Khan,1988-08-17,1988-12-02,Regular,Regular,Regular,M,1915
PAK-1988-2,8248878d-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Benazir Bhutto,1988-12-02,1990-08-06,Regular,Regular,Regular,F,1953
PAK-1990-1,8248878e-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Jatoi,1990-08-06,1990-11-06,Regular,Regular,Regular,M,1931
PAK-1990-2,8248878f-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Sharif,1990-11-06,1993-04-18,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1949
