idacr,leader,plad_id,archigos_id,startdate,enddate,entry,exit,gender,yrborn,birthdate
LAT,Gailis,LAT_1994_1,8221ff7b-1e42-11e4-b4cd-db5882bf8def,1994-09-19,1995-12-21,Regular,Regular,M,1951,NA
LAT,Skele,LAT_1995_1,8221ff7c-1e42-11e4-b4cd-db5882bf8def,1995-12-21,1997-08-07,Regular,Regular,M,1958,NA
LAT,Krasts,LAT_1997_1,8221ff7d-1e42-11e4-b4cd-db5882bf8def,1997-08-07,1998-11-26,Regular,Regular,M,1957,NA
LAT,Skele,LAT_1999_1,8221ff7c-1e42-11e4-b4cd-db5882bf8def,1999-07-16,2000-05-05,Regular,Regular,M,1958,NA
LAT,Berzins,LAT_2000_1,8222304e-1e42-11e4-b4cd-db5882bf8def,2000-05-05,2002-11-07,Regular,Regular,M,1951,1951-08-04
LAT,Repse,LAT_2002_1,8222304f-1e42-11e4-b4cd-db5882bf8def,2002-11-07,2004-03-09,Regular,Regular,M,1961,NA
LAT,Aigars Kalvitis,LAT_2004_2,82223051-1e42-11e4-b4cd-db5882bf8def,2004-12-02,2007-12-20,Regular,Regular,M,1966,NA
LAT,Godmanis,LAT_2007_1,8221ceaa-1e42-11e4-b4cd-db5882bf8def,2007-12-20,2009-03-12,Regular,Regular,M,1951,1951-11-27
LAT,Dombrovskis,LAT_2009_1,8252d480-1e42-11e4-b4cd-db5882bf8def,2009-03-12,2014-01-22,Regular,Regular,M,1971,NA
LAT,Lamdota Straujuma,LAT_2014_1,2b3a05b4-3481-11e4-8dba-bbcd9ed46413,2014-01-22,2016-02-11,Regular,Regular,F,1951,1951-02-24
LAT,Maris Kucinskis,LAT_2016_1,.,2016-02-11,2019-01-23,Regular,Regular,M,1961,1961-11-28
LAT,Krisjanis Karins,LAT_2019_1,.,2019-01-23,2023-12-15,Regular,Regular,M,1964,1964-12-13
LBR,Doe,LBR_1980_1,822ef813-1e42-11e4-b4cd-db5882bf8def,1980-04-12,1990-09-09,Irregular,Irregular,M,1951,1951-05-06
LBR,Sawyer,LBR_1990_1,822f28e4-1e42-11e4-b4cd-db5882bf8def,1990-11-22,1994-03-07,Foreign Imposition,Regular,M,1945,1945-06-15
LBR,Kpormapkor,LBR_1994_1,822f28e5-1e42-11e4-b4cd-db5882bf8def,1994-03-07,1995-09-01,Regular,Regular,M,1944,NA
LBR,Sankawulo,LBR_1995_1,822f28e6-1e42-11e4-b4cd-db5882bf8def,1995-09-01,1996-09-03,Regular,Regular,M,1943,NA
LBR,Ruth Perry,LBR_1996_1,822f28e7-1e42-11e4-b4cd-db5882bf8def,1996-09-03,1997-08-02,Regular,Regular,F,1939,NA
LBR,Taylor,LBR_1997_1,822f59b8-1e42-11e4-b4cd-db5882bf8def,1997-08-02,2003-08-11,Regular,Regular,M,1948,NA
LBR,Bryant,LBR_2003_2,822f59ba-1e42-11e4-b4cd-db5882bf8def,2003-10-14,2006-01-16,Regular,Regular,M,1949,NA
LBR,Johnson Sirleaf,LBR_2006_1,825397ce-1e42-11e4-b4cd-db5882bf8def,2006-01-16,2018-01-22,Regular,Regular,F,1938,1938-10-29
LBR,Weah,LBR_2018_1,.,2018-01-22,2024-06-30,Regular,Still in Office,M,1966,1966-10-01
LEB,Elias Hrawi,LEB_1989_2,824022f2-1e42-11e4-b4cd-db5882bf8def,1989-11-23,1998-11-24,Regular,Regular,M,1930,NA
LEB,Emile Lahoud,LEB_1998_1,824022f3-1e42-11e4-b4cd-db5882bf8def,1998-11-24,2007-11-23,Regular,Regular,M,1936,NA
LEB,Suleiman,LEB_2008_1,82548bfd-1e42-11e4-b4cd-db5882bf8def,2008-05-25,2014-05-24,Regular,Regular,M,1948,1948-11-21
LEB,Salam,LEB_2014_1,14a011a3-aae0-11e4-b3bc-29f2fa19767e,2014-05-24,2016-10-31,Regular,Regular,M,1945,1945-05-13
LEB,Michel Aoun,LEB_2016_1,.,2016-10-31,2022-10-30,Regular,Regular,M,1933,1933-09-30
LEB,Najib Mikati,LEB_2022_1,.,2022-10-30,2024-06-30,Irregular,Still in Office,M,1955,1955-11-24
LES,Lekhanya,LES_1986_1,823a6a01-1e42-11e4-b4cd-db5882bf8def,1986-01-24,1991-05-02,Irregular,Irregular,M,1938,1938-04-07
LES,Ramaema,LES_1991_1,823a9ad0-1e42-11e4-b4cd-db5882bf8def,1991-05-02,1993-04-02,Irregular,Regular,M,1933,1933-11-10
LES,Mokhehle,LES_1993_1,823a9ad1-1e42-11e4-b4cd-db5882bf8def,1993-04-02,1994-08-17,Regular,Irregular,M,1918,1918-12-26
LES,Mokhehle,LES_1994_2,823a9ad1-1e42-11e4-b4cd-db5882bf8def,1994-09-14,1998-05-29,Irregular,Regular,M,1918,1918-12-26
LES,Pakalitha Mosisili,LES_1998_1,823a9ad3-1e42-11e4-b4cd-db5882bf8def,1998-05-29,2012-06-08,Regular,Regular,M,1945,1945-03-15
LES,Tom Thabane,LES_2012_1,149fc376-aae0-11e4-b3bc-29f2fa19767e,2012-06-08,2015-03-17,Regular,Regular,M,1939,1939-05-28
LES,Pakalitha Mosisili,LES_2015_1,43fa7162-de6a-11e5-ba44-bb6d7c1a9a58,2015-03-17,2017-06-16,Regular,Regular,M,1945,1945-03-14
LES,Tom Thabane,LES_2017_1,.,2017-06-16,2020-05-19,Regular,Regular,M,1939,1939-05-28
LES,Moeketsi Majoro,LES_2020_1,.,2020-05-19,2022-10-28,Regular,Regular,M,1961,1961-11-03
LES,Ntsokane Samuel Matekane,LES_2022_1,.,2022-10-28,2024-06-30,Regular,Still in Office,M,1958,1958-03-15
LIB,Qaddafi,LIB_1969_1,823c217e-1e42-11e4-b4cd-db5882bf8def,1969-09-01,2011-08-23,Irregular,Irregular,M,1942,NA
LIB,Mustafa Jalil,LIB_2011_1,82545b29-1e42-11e4-b4cd-db5882bf8def,2011-08-23,2012-08-08,Irregular,Regular,M,1952,NA
LIB,Mohammed Magariaf,LIB_2012_2,149fc379-aae0-11e4-b3bc-29f2fa19767e,2012-08-09,2013-05-28,Regular,Regular,M,1940,NA
LIB,Nouri Abusahmain,LIB_2013_2,2b3c671f-3481-11e4-8dba-bbcd9ed46413,2013-06-25,2014-08-04,Regular,Regular,M,-999,NA
LIB,Akila Saleh Issa,LIB_2014_1,149fea91-aae0-11e4-b3bc-29f2fa19767e,2014-08-05,2015-12-17,Regular,Irregular,M,1944,NA
LIB,Fayez al-Sarraj,LIB_2015_1,.,2015-12-17,2021-03-15,Foreign Imposition,Irregular,M,1960,1960-02-20
LIB,Mohamed al-Menfi,LIB_2021_1,.,2021-03-15,2024-06-30,Regular,Still in Office,M,1976,1976-03-03
LIT,Landsbergis,LIT_1990_1,82226124-1e42-11e4-b4cd-db5882bf8def,1990-03-11,1992-11-25,Regular,Regular,M,1931,1931-10-12
LIT,Brazauskas,LIT_1992_1,82226125-1e42-11e4-b4cd-db5882bf8def,1992-11-25,1998-02-25,Regular,Regular,M,1932,NA
LIT,Adamkus,LIT_1998_1,82226126-1e42-11e4-b4cd-db5882bf8def,1998-02-26,2003-02-25,Regular,Regular,M,1926,1926-11-03
LIT,Paksas,LIT_2003_1,82229200-1e42-11e4-b4cd-db5882bf8def,2003-02-26,2004-04-06,Regular,Regular,M,1956,1956-06-10
LIT,Adamkus,LIT_2004_2,82226126-1e42-11e4-b4cd-db5882bf8def,2004-07-12,2009-07-12,Regular,Regular,M,1926,1926-11-03
LIT,Grybauskaite,LIT_2009_1,8252d481-1e42-11e4-b4cd-db5882bf8def,2009-07-12,2019-07-12,Regular,Regular,F,1956,1956-03-01
LIT,Gitanas Nauseda,LIT_2019_1,.,2019-07-12,2024-06-30,Regular,Still in Office,M,1964,1964-05-19
LUX,Santer,LUX_1984_1,820b4c7a-1e42-11e4-b4cd-db5882bf8def,1984-07-20,1995-01-20,Regular,Regular,M,1937,1937-05-18
LUX,Juncker,LUX_1995_1,820b4c7b-1e42-11e4-b4cd-db5882bf8def,1995-01-20,2013-12-04,Regular,Regular,M,1954,1954-12-09
LUX,Xavier Bettel,LUX_2013_1,2b37a454-3481-11e4-8dba-bbcd9ed46413,2013-12-04,2023-11-17,Regular,Regular,M,1973,1973-03-03
MAA,Sidi Ahmed Taya,MAA_1984_1,822cdeeb-1e42-11e4-b4cd-db5882bf8def,1984-12-12,2005-08-03,Irregular,Irregular,M,1941,NA
MAA,Ould Mohamed Vall,MAA_2005_1,82533628-1e42-11e4-b4cd-db5882bf8def,2005-08-03,2007-04-19,Irregular,Regular,M,1953,NA
MAA,Ould Cheikh Abdellahi,MAA_2007_1,82533629-1e42-11e4-b4cd-db5882bf8def,2007-04-19,2008-08-06,Regular,Irregular,M,1938,NA
MAA,Ould Abdel Aziz,MAA_2009_2,8253362a-1e42-11e4-b4cd-db5882bf8def,2009-08-05,2019-08-01,Regular,Regular,M,1956,1956-12-20
MAA,Mohamed Cheikh El Ghazouani,MAA_2019_1,.,2019-08-01,2024-06-30,Regular,Still in Office,M,1956,1956-12-31
MAC,Nikola Kljusev,MAC_1991_1,821af0bb-1e42-11e4-b4cd-db5882bf8def,1991-01-27,1992-08-17,Irregular,Regular,M,1927,NA
MAC,Crvenkovski,MAC_1992_1,821af0bc-1e42-11e4-b4cd-db5882bf8def,1992-08-17,1998-11-30,Regular,Regular,M,1962,NA
MAC,Georgievski,MAC_1998_1,821b218c-1e42-11e4-b4cd-db5882bf8def,1998-11-30,2002-11-01,Regular,Regular,M,1966,NA
MAC,Crvenkovski,MAC_2002_1,821af0bc-1e42-11e4-b4cd-db5882bf8def,2002-11-01,2004-05-12,Regular,Regular,M,1962,NA
MAC,Vlado Buckovski,MAC_2004_4,821b218f-1e42-11e4-b4cd-db5882bf8def,2004-12-17,2006-08-27,Regular,Regular,M,1962,1962-12-02
MAC,Gruevski,MAC_2006_1,82521126-1e42-11e4-b4cd-db5882bf8def,2006-08-27,2016-01-15,Regular,Regular,M,1970,1970-08-31
MAC,Emil Dimitriev,MAC_2016_1,.,2016-01-15,2017-05-31,Regular,Regular,M,1979,1979-03-19
MAC,Zoran Zaev,MAC_2017_1,.,2017-05-31,2020-01-03,Regular,Regular,M,1974,1974-10-08
MAC,Zoran Zaev,MAC_2020_2,.,2020-08-30,2022-01-16,Regular,Regular,M,1974,1974-10-08
MAC,Kovacevski,MAC_2022_1,.,2022-01-16,2024-06-30,Regular,Still in Office,M,1974,1974-07-24
MAD,Maumoon Abdul Gayoom,MAD_1978_1,8249dd61-1e42-11e4-b4cd-db5882bf8def,1978-11-11,2008-11-11,Regular,Regular,M,1937,1937-12-29
MAD,Nasheed,MAD_2008_1,82554f4f-1e42-11e4-b4cd-db5882bf8def,2008-11-11,2012-02-07,Regular,Regular,M,1953,NA
MAD,Waheed Hassan,MAD_2012_1,14a038b3-aae0-11e4-b3bc-29f2fa19767e,2012-02-07,2013-11-17,Regular,Regular,M,1953,1953-01-03
MAD,Abdulla Yameen Abdul Gayoom,MAD_2013_1,2b3ec87e-3481-11e4-8dba-bbcd9ed46413,2013-11-17,2018-11-17,Regular,Regular,M,1959,1959-05-21
MAD,Ibrahim Mohamed Solih,MAD_2018_1,.,2018-11-17,2023-11-17,Regular,Regular,M,1964,1964-05-04
MAG,Ratsiraka,MAG_1975_3,823afc7d-1e42-11e4-b4cd-db5882bf8def,1975-06-15,1993-03-27,Regular,Regular,M,1936,1936-11-04
MAG,Zafy,MAG_1993_1,823afc7e-1e42-11e4-b4cd-db5882bf8def,1993-03-27,1996-09-05,Regular,Regular,M,1927,NA
MAG,Ratsiraka,MAG_1997_1,823afc7d-1e42-11e4-b4cd-db5882bf8def,1997-02-09,2002-07-06,Regular,Irregular,M,1936,1936-11-04
MAG,Marc Ravalomanana,MAG_2002_1,823b2d4d-1e42-11e4-b4cd-db5882bf8def,2002-07-06,2009-03-17,Irregular,Irregular,M,1949,1949-12-12
MAG,Andry Rajoelina,MAG_2009_1,82542a55-1e42-11e4-b4cd-db5882bf8def,2009-03-17,2014-01-25,Irregular,Regular,M,1974,1974-05-30
MAG,Rajaonarimampianina,MAG_2014_1,149fc377-aae0-11e4-b3bc-29f2fa19767e,2014-01-25,2018-09-07,Regular,Regular,M,1958,1958-11-06
MAG,Andry Rajoelina,MAG_2019_1,.,2019-01-19,2024-06-30,Regular,Still in Office,M,1974,1974-05-30
MAL,Mahatir Bin Mohammad,MAL_1981_1,824c890c-1e42-11e4-b4cd-db5882bf8def,1981-07-16,2003-10-31,Regular,Regular,M,1925,NA
MAL,Ahmad Badawi,MAL_2003_1,824c890d-1e42-11e4-b4cd-db5882bf8def,2003-10-31,2009-04-03,Regular,Regular,M,1939,1939-11-26
MAL,Najib Tun Razak,MAL_2009_1,8255e1c8-1e42-11e4-b4cd-db5882bf8def,2009-04-03,2018-05-10,Regular,Regular,M,1953,1953-07-23
MAL,Mahatir Bin Mohammad,MAL_2018_1,.,2018-05-10,2020-03-01,Regular,Regular,M,1925,1925-07-10
MAL,Muhyiddin Yassin,MAL_2020_1,.,2020-03-01,2021-08-21,Regular,Regular,M,1947,1947-05-15
MAL,Ismail Sabri bin Yaakob,MAL_2021_1,.,2021-08-21,2022-11-24,Regular,Regular,M,1960,1960-01-18
MAL,Anwar bin Ibrahim,MAL_2022_1,.,2022-11-24,2024-06-30,Regular,Still in Office,M,1947,1947-08-10
MAS,Anerood Jugnauth,MAS_1982_1,823b5e2f-1e42-11e4-b4cd-db5882bf8def,1982-06-16,1995-12-22,Regular,Regular,M,1930,1930-03-29
MAS,Ramgoolam N.,MAS_1995_1,823b8efe-1e42-11e4-b4cd-db5882bf8def,1995-12-22,2000-09-17,Regular,Regular,M,1947,1947-07-14
MAS,Anerood Jugnauth,MAS_2000_1,823b5e2f-1e42-11e4-b4cd-db5882bf8def,2000-09-18,2003-09-30,Regular,Regular,M,1930,1930-03-29
MAS,Paul Berenger,MAS_2003_1,823b8eff-1e42-11e4-b4cd-db5882bf8def,2003-09-30,2005-07-05,Regular,Regular,M,1945,1945-03-26
MAS,Ramgoolam N.,MAS_2005_1,823b8efe-1e42-11e4-b4cd-db5882bf8def,2005-07-05,2014-12-17,Regular,Regular,M,1947,1947-07-14
MAS,Anerood Jugnauth,MAS_2014_1,823b5e2f-1e42-11e4-b4cd-db5882bf8def,2014-12-17,2017-01-23,Regular,Retired Due to Ill Health,M,1930,1930-03-29
MAS,Pravind Jugnauth,MAS_2017_1,.,2017-01-23,2024-06-30,Regular,Still in Office,M,1961,1961-12-25
MAW,Banda,MAW_1964_1,82341e8e-1e42-11e4-b4cd-db5882bf8def,1964-07-06,1994-05-21,Regular,Regular,M,1906,1906-05-18
MAW,Muluzi,MAW_1994_1,82344f5e-1e42-11e4-b4cd-db5882bf8def,1994-05-21,2004-05-24,Regular,Regular,M,1943,NA
MAW,Bingu wa Mutharika,MAW_2004_1,82344f5f-1e42-11e4-b4cd-db5882bf8def,2004-05-24,2012-04-07,Regular,Natural Death,M,1934,NA
MAW,Joyce Hilda Banda,MAW_2012_1,2b3c671e-3481-11e4-8dba-bbcd9ed46413,2012-04-07,2014-05-31,Regular,Regular,F,1950,1950-04-12
MAW,Peter Mutharika,MAW_2014_1,149f9c69-aae0-11e4-b3bc-29f2fa19767e,2014-05-31,2020-06-28,Regular,Regular,M,1940,NA
MAW,Lazarus Chakwera,MAW_2020_1,.,2020-06-28,2024-06-30,Regular,Still in Office,M,1955,1955-04-05
MEX,Salinas,MEX_1988_1,81e4c46a-1e42-11e4-b4cd-db5882bf8def,1988-12-01,1994-11-30,Regular,Regular,M,1948,1948-04-03
MEX,Zedillo,MEX_1994_1,81e4f53a-1e42-11e4-b4cd-db5882bf8def,1994-12-01,2000-11-30,Regular,Regular,M,1951,1951-12-27
MEX,Vicente Fox Quesada,MEX_2000_1,81e4f53b-1e42-11e4-b4cd-db5882bf8def,2000-12-01,2006-11-30,Regular,Regular,M,1942,1942-07-02
MEX,Calderon,MEX_2006_1,825028d7-1e42-11e4-b4cd-db5882bf8def,2006-12-01,2012-12-01,Regular,Regular,M,1962,NA
MEX,Enrique Pena Nieto,MEX_2012_1,2b37a450-3481-11e4-8dba-bbcd9ed46413,2012-12-01,2018-11-30,Regular,Regular,M,1966,1966-07-20
MEX,Manuel Lopez Obrador,MEX_2012_2,.,2018-11-30,2024-06-30,Regular,Still in Office,M,1953,1953-11-13
MLD,Snegur,MLD_1990_1,821f84ac-1e42-11e4-b4cd-db5882bf8def,1990-09-03,1997-01-15,Regular,Regular,M,1940,NA
MLD,Lucinschi,MLD_1997_1,821f84ad-1e42-11e4-b4cd-db5882bf8def,1997-01-15,2001-04-07,Regular,Regular,M,1940,1940-01-27
MLD,Tarlev,MLD_2001_1,821f84ae-1e42-11e4-b4cd-db5882bf8def,2001-04-07,2008-03-31,Regular,Regular,M,1963,NA
MLD,Greceanii,MLD_2008_1,8252a3ab-1e42-11e4-b4cd-db5882bf8def,2008-03-31,2009-09-14,Regular,Regular,F,1956,NA
MLD,Vlad Filat,MLD_2009_2,8252a3ad-1e42-11e4-b4cd-db5882bf8def,2009-09-25,2013-04-25,Regular,Regular,M,1969,NA
MLD,Iurie Leanca,MLD_2013_1,2b3a05b2-3481-11e4-8dba-bbcd9ed46413,2013-04-25,2015-02-18,Regular,Regular,M,1963,1963-10-20
MLD,Pavel Filip,MLD_2016_1,.,2016-01-20,2019-06-08,Regular,Regular,M,1966,1966-04-10
MLD,Ion Chicu,MLD_2019_2,.,2019-11-14,2020-12-31,Regular,Regular,M,1972,1972-02-28
MLD,Natalia Gavrili<U+021B>a,MLD_2021_1,.,2021-08-06,2023-02-16,Regular,Regular,F,1977,1977-09-21
MLD,Dorin Recean,MLD_2023_1,.,2023-02-16,2024-06-30,Regular,Still in Office,M,1974,1974-04-17
MLI,Traore,MLI_1968_1,822a94f1-1e42-11e4-b4cd-db5882bf8def,1968-11-19,1991-03-26,Irregular,Irregular,M,1936,1936-09-15
MLI,Amadou Toure,MLI_1991_1,822ac5c4-1e42-11e4-b4cd-db5882bf8def,1991-03-26,1992-06-06,Irregular,Regular,M,1948,NA
MLI,Konare,MLI_1992_1,822ac5c5-1e42-11e4-b4cd-db5882bf8def,1992-06-06,2002-06-08,Regular,Regular,M,1946,NA
MLI,Amadou Toure,MLI_2002_1,822ac5c4-1e42-11e4-b4cd-db5882bf8def,2002-06-09,2012-03-22,Regular,Irregular,M,1948,NA
MLI,Dioncounda Traore,MLI_2012_2,149f4e48-aae0-11e4-b3bc-29f2fa19767e,2012-04-12,2013-09-04,Irregular,Regular,M,1942,1942-02-23
MLI,Ibrahim Boubacar Keita,MLI_2013_1,2b3c6718-3481-11e4-8dba-bbcd9ed46413,2013-09-04,2020-08-19,Regular,Irregular,M,1945,1945-01-29
MLI,Assimi Goita,MLI_2021_1,.,2021-05-24,2024-06-30,Irregular,Still in Office,M,1980,1980-10-22
MLT,Adami,MLT_1987_1,8219fc8a-1e42-11e4-b4cd-db5882bf8def,1987-05-12,1996-10-28,Regular,Regular,M,1934,1934-02-07
MLT,Sant,MLT_1996_1,8219fc8b-1e42-11e4-b4cd-db5882bf8def,1996-10-28,1998-09-06,Regular,Regular,M,1948,NA
MLT,Adami,MLT_1998_1,8219fc8a-1e42-11e4-b4cd-db5882bf8def,1998-09-06,2004-03-23,Regular,Regular,M,1934,1934-02-07
MLT,Gonzi,MLT_2004_1,82521124-1e42-11e4-b4cd-db5882bf8def,2004-03-23,2013-03-11,Regular,Regular,M,1953,1953-07-01
MLT,Muscat,MLT_2013_1,2b3a05ae-3481-11e4-8dba-bbcd9ed46413,2013-03-11,2020-01-12,Regular,Irregular,M,1974,1974-01-22
MLT,Robert Abela,MLT_2020_1,.,2020-01-12,2024-06-30,Regular,Still in Office,M,1977,1977-12-07
MON,Batmonkh,MON_1984_1,8244e7c4-1e42-11e4-b4cd-db5882bf8def,1984-08-23,1990-03-12,Regular,Regular,M,1926,1926-03-10
MON,Ochirbat,MON_1990_1,8244e7c5-1e42-11e4-b4cd-db5882bf8def,1990-03-12,1997-06-20,Regular,Regular,M,1942,NA
MON,Bagabandi,MON_1997_1,8244e7c6-1e42-11e4-b4cd-db5882bf8def,1997-06-20,2005-06-24,Regular,Regular,M,1950,1950-04-22
MON,Enkhbayar,MON_2005_1,8254bcd5-1e42-11e4-b4cd-db5882bf8def,2005-06-24,2009-06-18,Regular,Regular,M,1958,1958-06-01
MON,Elbegdorj,MON_2009_1,8254bcd6-1e42-11e4-b4cd-db5882bf8def,2009-06-18,2017-07-10,Regular,Regular,M,1963,1963-03-30
MON,Battulga,MON_2017_1,.,2017-07-10,2021-06-25,Regular,Regular,M,1963,1963-03-30
MON,Ukhnaagiin Khürelsükh,MON_2021_1,.,2021-06-25,2024-06-30,Regular,Still in Office,M,1968,1968-06-14
MOR,Hassan II,MOR_1961_1,823bbfd2-1e42-11e4-b4cd-db5882bf8def,1961-02-26,1999-07-23,Regular,Natural Death,M,1929,1929-07-09
MOR,Muhammad VI,MOR_1999_1,823bbfd3-1e42-11e4-b4cd-db5882bf8def,1999-07-23,2024-06-30,Regular,Still in Office,M,1963,1963-08-21
MYA,Saw Maung,MYA_1988_3,82494ae9-1e42-11e4-b4cd-db5882bf8def,1988-09-18,1992-04-23,Irregular,Retired Due to Ill Health,M,1928,1928-12-05
MYA,Than Shwe,MYA_1992_1,82497bb8-1e42-11e4-b4cd-db5882bf8def,1992-04-23,2011-03-30,Regular,Regular,M,1933,1933-02-02
MYA,Thein Sein,MYA_2011_1,14a038b2-aae0-11e4-b3bc-29f2fa19767e,2011-03-30,2016-03-30,Regular,Regular,M,1945,1945-04-20
MYA,Htin Kyaw,MYA_2016_1,.,2016-03-30,2018-03-21,Regular,Retired Due to Ill Health,M,1946,1946-07-20
MYA,Win Myint,MYA_2018_2,.,2018-03-30,2021-02-01,Regular,Irregular,M,1951,1951-11-08
MYA,Myint Swe,MYA_2021_1,.,2021-02-01,2024-06-30,Irregular,Still in Office,M,1951,1951-05-24
MZM,Chissano,MZM_1986_1,8233edb8-1e42-11e4-b4cd-db5882bf8def,1986-11-06,2005-02-02,Regular,Regular,M,1939,1939-10-02
MZM,Guebuza,MZM_2005_1,8253f976-1e42-11e4-b4cd-db5882bf8def,2005-02-02,2015-01-15,Regular,Regular,M,1942,1942-01-20
MZM,Filipe Nyusi,MZM_2015_1,43fa715f-de6a-11e5-ba44-bb6d7c1a9a58,2015-01-15,2024-06-30,Regular,Still in Office,M,1959,1959-02-09
NAM,Nujoma,NAM_1990_1,823a69ff-1e42-11e4-b4cd-db5882bf8def,1990-03-21,2005-03-21,Regular,Regular,M,1929,1929-05-12
NAM,Pohamba,NAM_2005_1,8253f97b-1e42-11e4-b4cd-db5882bf8def,2005-03-21,2015-03-21,Regular,Regular,M,1935,1935-08-18
NAM,Hage Geingob,NAM_2015_1,43fa7161-de6a-11e5-ba44-bb6d7c1a9a58,2015-03-21,2024-06-30,Regular,Still in Office,M,1941,1941-08-03
NEP,Birendra,NEP_1972_1,824a3f09-1e42-11e4-b4cd-db5882bf8def,1972-01-31,1990-11-09,Regular,Regular,M,1946,1946-12-28
NEP,Girija Prasad Koirala,NEP_1991_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,1991-05-26,1994-11-30,Regular,Regular,M,1925,NA
NEP,Man Mohan Adhikari,NEP_1994_1,824a3f0c-1e42-11e4-b4cd-db5882bf8def,1994-11-30,1995-09-12,Regular,Regular,M,1920,NA
NEP,Sher Bahadur Deuba,NEP_1995_1,824a3f0d-1e42-11e4-b4cd-db5882bf8def,1995-09-12,1997-03-12,Regular,Regular,M,1946,1946-06-13
NEP,Girija Prasad Koirala,NEP_1998_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,1998-04-15,1999-05-31,Regular,Regular,M,1925,NA
NEP,Krishna Prasad Bhatterai,NEP_1999_1,824a3f0a-1e42-11e4-b4cd-db5882bf8def,1999-05-31,2000-03-22,Regular,Regular,M,1924,NA
NEP,Girija Prasad Koirala,NEP_2000_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,2000-03-22,2001-07-26,Regular,Regular,M,1925,NA
NEP,Sher Bahdur Deuba,NEP_2001_1,19bbd548-3bbd-11e5-afeb-eb6f07f9fec7,2001-07-26,2002-10-04,Regular,Regular,M,1946,1946-06-13
NEP,Surya Bahadur Thapa,NEP_2003_1,197a5f78-3bbd-11e5-afeb-eb6f07f9fec7,2003-06-05,2004-06-03,Regular,Regular,M,1928,NA
NEP,Gyanendra,NEP_2005_1,82554f50-1e42-11e4-b4cd-db5882bf8def,2005-02-01,2006-04-30,Regular,Irregular,M,1947,1947-07-07
NEP,Girija Prasad Koirala,NEP_2006_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,2006-04-30,2008-08-18,Regular,Regular,M,1925,NA
NEP,Dahal,NEP_2008_1,82558020-1e42-11e4-b4cd-db5882bf8def,2008-08-18,2009-05-25,Regular,Regular,M,1954,1954-12-11
NEP,Madhav Kumar Nepal,NEP_2009_1,82558021-1e42-11e4-b4cd-db5882bf8def,2009-05-25,2011-02-06,Regular,Regular,M,1953,NA
NEP,Bhattarai,NEP_2011_2,82558023-1e42-11e4-b4cd-db5882bf8def,2011-08-29,2013-03-14,Regular,Regular,M,1954,NA
NEP,Khil Raj Regmi,NEP_2013_1,2b3ec87f-3481-11e4-8dba-bbcd9ed46413,2013-03-14,2014-02-11,Regular,Regular,M,1949,1949-05-31
NEP,Sushil Koirala,NEP_2014_1,14a05fc0-aae0-11e4-b3bc-29f2fa19767e,2014-02-11,2015-10-10,Regular,Regular,M,1939,1939-08-12
NEP,Khadga Prasad Sharma Oli,NEP_2015_1,43fcd2bc-de6a-11e5-ba44-bb6d7c1a9a58,2015-10-10,2016-08-04,Regular,Regular,M,1952,1952-02-22
NEP,Dahal,NEP_2016_1,.,2016-08-04,2017-06-07,Regular,Regular,M,1954,1954-12-11
NEP,Khadga Prasad Sharma Oli,NEP_2018_1,.,2018-02-15,2021-07-13,Regular,Regular,M,1952,1952-02-22
NEP,Sher Bahadur Deuba,NEP_2021_1,.,2021-07-13,2022-12-26,Regular,Regular,M,1946,1946-06-13
NEP,Pushpa Kamal Dahal,NEP_2022_1,.,2022-12-26,2024-06-30,Regular,Still in Office,M,1954,1954-12-11
NEW,Palmer,NEW_1989_1,824f34b1-1e42-11e4-b4cd-db5882bf8def,1989-08-08,1990-09-04,Regular,Regular,M,1942,1942-04-21
NEW,Bolger,NEW_1990_2,824f6582-1e42-11e4-b4cd-db5882bf8def,1990-10-27,1997-12-08,Regular,Regular,M,1935,1935-05-31
NEW,Jenny Shipley,NEW_1997_1,824f6583-1e42-11e4-b4cd-db5882bf8def,1997-12-08,1999-12-10,Regular,Regular,F,1952,NA
NEW,Helen Clark,NEW_1999_1,824f6584-1e42-11e4-b4cd-db5882bf8def,1999-12-10,2008-11-19,Regular,Regular,F,1950,1950-02-26
NEW,John Key,NEW_2008_1,8255e1ce-1e42-11e4-b4cd-db5882bf8def,2008-11-19,2016-12-12,Regular,Regular,M,1961,1961-08-09
NEW,Bill English,NEW_2016_1,.,2016-12-12,2017-10-26,Regular,Regular,M,1961,1961-12-30
NEW,Jacinda Ardern,NEW_2016_2,.,2017-10-26,2023-01-25,Regular,Regular,F,1980,1980-07-26
NEW,Chris Hipkins,NEW_2023_1,.,2023-01-25,2023-11-27,Regular,Regular,M,1978,1978-09-05
NIC,Daniel Ortega,NIC_1979_1,81e9ba0e-1e42-11e4-b4cd-db5882bf8def,1979-07-18,1990-04-25,Irregular,Regular,M,1945,1945-11-11
NIC,Violeta Chamorro,NIC_1990_1,81e9ba0f-1e42-11e4-b4cd-db5882bf8def,1990-04-25,1997-01-10,Regular,Regular,F,1929,1929-10-18
